0.000000000000000000e+00,4.863975644111633301e-01,3.000000000000000000e+01,4.000000000000000000e+00
0.000000000000000000e+00,8.353222012519836426e-01,6.000000000000000000e+01,5.000000000000000000e+00
0.000000000000000000e+00,6.948541998863220215e-01,3.000000000000000000e+01,9.000000000000000000e+00
0.000000000000000000e+00,9.901919364929199219e-01,3.000000000000000000e+01,7.100000000000000000e+01
0.000000000000000000e+00,6.770614981651306152e-01,3.000000000000000000e+01,9.000000000000000000e+01
0.000000000000000000e+00,8.293817043304443359e-01,3.000000000000000000e+01,1.010000000000000000e+02
0.000000000000000000e+00,5.463361740112304688e-01,3.000000000000000000e+01,1.020000000000000000e+02
0.000000000000000000e+00,9.055618643760681152e-01,2.342666666666666586e+01,1.280000000000000000e+02
0.000000000000000000e+00,6.615744829177856445e-01,3.000000000000000000e+01,1.370000000000000000e+02
0.000000000000000000e+00,7.470917105674743652e-01,3.000000000000000000e+01,2.080000000000000000e+02
0.000000000000000000e+00,8.151783943176269531e-01,3.000000000000000000e+01,2.160000000000000000e+02
0.000000000000000000e+00,8.476972579956054688e-01,3.000000000000000000e+01,2.250000000000000000e+02
0.000000000000000000e+00,8.881384730339050293e-01,6.000000000000000000e+01,2.310000000000000000e+02
0.000000000000000000e+00,9.025494456291198730e-01,3.000000000000000000e+01,2.530000000000000000e+02
0.000000000000000000e+00,8.897978067398071289e-01,3.000000000000000000e+01,2.670000000000000000e+02
0.000000000000000000e+00,9.833680987358093262e-01,3.000000000000000000e+01,2.710000000000000000e+02
0.000000000000000000e+00,9.435980916023254395e-01,3.000000000000000000e+01,2.820000000000000000e+02
0.000000000000000000e+00,9.170445203781127930e-01,3.000000000000000000e+01,3.010000000000000000e+02
0.000000000000000000e+00,9.482257366180419922e-01,3.000000000000000000e+01,3.750000000000000000e+02
0.000000000000000000e+00,8.294392228126525879e-01,3.000000000000000000e+01,4.220000000000000000e+02
0.000000000000000000e+00,8.512974977493286133e-01,3.000000000000000000e+01,4.320000000000000000e+02
0.000000000000000000e+00,7.098847031593322754e-01,1.497333333333333272e+01,4.380000000000000000e+02
0.000000000000000000e+00,8.270704150199890137e-01,6.000000000000000000e+01,4.390000000000000000e+02
0.000000000000000000e+00,9.497895836830139160e-01,1.281333333333333258e+01,4.410000000000000000e+02
0.000000000000000000e+00,8.538958430290222168e-01,3.000000000000000000e+01,4.560000000000000000e+02
0.000000000000000000e+00,4.922944605350494385e-01,3.000000000000000000e+01,4.650000000000000000e+02
0.000000000000000000e+00,6.826924681663513184e-01,3.000000000000000000e+01,4.860000000000000000e+02
0.000000000000000000e+00,9.293079972267150879e-01,3.000000000000000000e+01,5.090000000000000000e+02
0.000000000000000000e+00,6.188642382621765137e-01,3.000000000000000000e+01,5.200000000000000000e+02
0.000000000000000000e+00,8.313006162643432617e-01,3.000000000000000000e+01,5.420000000000000000e+02
0.000000000000000000e+00,9.999027252197265625e-01,9.986666666666666359e+00,5.920000000000000000e+02
0.000000000000000000e+00,5.895695090293884277e-01,1.376666666666666750e+01,6.110000000000000000e+02
0.000000000000000000e+00,9.743759036064147949e-01,3.000000000000000000e+01,6.210000000000000000e+02
0.000000000000000000e+00,8.753927946090698242e-01,3.000000000000000000e+01,6.250000000000000000e+02
0.000000000000000000e+00,5.414939522743225098e-01,3.000000000000000000e+01,6.660000000000000000e+02
0.000000000000000000e+00,5.077065229415893555e-01,3.000000000000000000e+01,6.700000000000000000e+02
0.000000000000000000e+00,7.150033712387084961e-01,3.006666666666666643e+01,7.250000000000000000e+02
0.000000000000000000e+00,6.226706504821777344e-01,3.000000000000000000e+01,7.330000000000000000e+02
0.000000000000000000e+00,8.354333639144897461e-01,3.000000000000000000e+01,7.390000000000000000e+02
0.000000000000000000e+00,8.755238652229309082e-01,3.000000000000000000e+01,7.720000000000000000e+02
0.000000000000000000e+00,5.412340164184570312e-01,3.000000000000000000e+01,7.760000000000000000e+02
0.000000000000000000e+00,7.639374136924743652e-01,3.000000000000000000e+01,7.950000000000000000e+02
0.000000000000000000e+00,8.775913715362548828e-01,2.037999999999999901e+01,7.980000000000000000e+02
0.000000000000000000e+00,5.311158299446105957e-01,3.000000000000000000e+01,8.600000000000000000e+02
0.000000000000000000e+00,9.833959341049194336e-01,3.000000000000000000e+01,8.670000000000000000e+02
0.000000000000000000e+00,8.676036596298217773e-01,3.000000000000000000e+01,8.690000000000000000e+02
0.000000000000000000e+00,8.871440887451171875e-01,3.000000000000000000e+01,8.730000000000000000e+02
0.000000000000000000e+00,7.819817662239074707e-01,3.000000000000000000e+01,8.880000000000000000e+02
0.000000000000000000e+00,4.877417087554931641e-01,3.000000000000000000e+01,9.390000000000000000e+02
0.000000000000000000e+00,8.152667880058288574e-01,3.000000000000000000e+01,9.510000000000000000e+02
0.000000000000000000e+00,5.402144193649291992e-01,1.059333333333333371e+01,9.540000000000000000e+02
0.000000000000000000e+00,7.702515125274658203e-01,3.000000000000000000e+01,9.640000000000000000e+02
0.000000000000000000e+00,9.581643342971801758e-01,6.000000000000000000e+01,9.720000000000000000e+02
0.000000000000000000e+00,6.159003973007202148e-01,3.000000000000000000e+01,9.820000000000000000e+02
0.000000000000000000e+00,9.925129413604736328e-01,1.073333333333333250e+01,1.005000000000000000e+03
0.000000000000000000e+00,8.076359033584594727e-01,3.000000000000000000e+01,1.013000000000000000e+03
0.000000000000000000e+00,6.768795847892761230e-01,3.000000000000000000e+01,1.019000000000000000e+03
0.000000000000000000e+00,5.469723343849182129e-01,6.000000000000000000e+01,1.029000000000000000e+03
0.000000000000000000e+00,6.984548568725585938e-01,3.000000000000000000e+01,1.042000000000000000e+03
0.000000000000000000e+00,7.493779659271240234e-01,3.000000000000000000e+01,1.052000000000000000e+03
0.000000000000000000e+00,9.709498882293701172e-01,1.208000000000000007e+01,1.076000000000000000e+03
0.000000000000000000e+00,5.896747708320617676e-01,6.000000000000000000e+01,1.087000000000000000e+03
0.000000000000000000e+00,6.827881932258605957e-01,6.000000000000000000e+01,1.092000000000000000e+03
0.000000000000000000e+00,9.844177961349487305e-01,3.000000000000000000e+01,1.104000000000000000e+03
0.000000000000000000e+00,8.814403414726257324e-01,3.000000000000000000e+01,1.153000000000000000e+03
0.000000000000000000e+00,6.253656744956970215e-01,2.085999999999999943e+01,1.192000000000000000e+03
0.000000000000000000e+00,4.525209367275238037e-01,3.000000000000000000e+01,1.217000000000000000e+03
0.000000000000000000e+00,9.838579297065734863e-01,3.000000000000000000e+01,1.240000000000000000e+03
0.000000000000000000e+00,8.533335328102111816e-01,3.000000000000000000e+01,1.244000000000000000e+03
0.000000000000000000e+00,6.857530474662780762e-01,1.280666666666666664e+01,1.258000000000000000e+03
0.000000000000000000e+00,6.314049959182739258e-01,6.000000000000000000e+01,1.268000000000000000e+03
0.000000000000000000e+00,6.327730417251586914e-01,6.000000000000000000e+01,1.302000000000000000e+03
0.000000000000000000e+00,8.293915390968322754e-01,3.000000000000000000e+01,1.303000000000000000e+03
0.000000000000000000e+00,4.816463887691497803e-01,3.000000000000000000e+01,1.309000000000000000e+03
0.000000000000000000e+00,8.407807350158691406e-01,3.000000000000000000e+01,1.313000000000000000e+03
0.000000000000000000e+00,8.757578730583190918e-01,3.000000000000000000e+01,1.324000000000000000e+03
0.000000000000000000e+00,8.411891460418701172e-01,3.000000000000000000e+01,1.342000000000000000e+03
0.000000000000000000e+00,9.696001410484313965e-01,3.000000000000000000e+01,1.370000000000000000e+03
0.000000000000000000e+00,5.340569615364074707e-01,6.000000000000000000e+01,1.371000000000000000e+03
0.000000000000000000e+00,5.566567778587341309e-01,3.000000000000000000e+01,1.376000000000000000e+03
0.000000000000000000e+00,8.296017050743103027e-01,3.000000000000000000e+01,1.386000000000000000e+03
0.000000000000000000e+00,8.283993005752563477e-01,3.000000000000000000e+01,1.395000000000000000e+03
0.000000000000000000e+00,8.995934128761291504e-01,3.000000000000000000e+01,1.420000000000000000e+03
0.000000000000000000e+00,8.675183057785034180e-01,3.000000000000000000e+01,1.443000000000000000e+03
0.000000000000000000e+00,7.163987159729003906e-01,3.000000000000000000e+01,1.449000000000000000e+03
0.000000000000000000e+00,8.310581445693969727e-01,3.000000000000000000e+01,1.450000000000000000e+03
0.000000000000000000e+00,6.315391063690185547e-01,6.000000000000000000e+01,1.467000000000000000e+03
0.000000000000000000e+00,4.713438451290130615e-01,1.752666666666666728e+01,1.511000000000000000e+03
0.000000000000000000e+00,5.276604294776916504e-01,3.000000000000000000e+01,1.519000000000000000e+03
0.000000000000000000e+00,9.211935997009277344e-01,6.000000000000000000e+01,1.522000000000000000e+03
0.000000000000000000e+00,5.549384951591491699e-01,6.000000000000000000e+01,1.550000000000000000e+03
0.000000000000000000e+00,7.145038843154907227e-01,6.000000000000000000e+01,1.589000000000000000e+03
0.000000000000000000e+00,8.737024068832397461e-01,1.171333333333333293e+01,1.594000000000000000e+03
0.000000000000000000e+00,7.624252438545227051e-01,3.000000000000000000e+01,1.614000000000000000e+03
0.000000000000000000e+00,4.652379751205444336e-01,3.000000000000000000e+01,1.624000000000000000e+03
0.000000000000000000e+00,7.977137565612792969e-01,3.000000000000000000e+01,1.642000000000000000e+03
0.000000000000000000e+00,6.777720451354980469e-01,3.000000000000000000e+01,1.662000000000000000e+03
